date,overnight_rate,yield_2y,yield_3y,yield_5y,yield_7y,yield_10y,yield_long,usdcad_legacy,usdcad_current,usdcad,yield_spread_10y_2y
2018-11-12,1.75,,,,,,,,,,
2018-11-13,1.75,2.31,2.32,2.39,2.42,2.46,2.49,,1.3241,1.3241,0.1499999999999999
2018-11-14,1.75,2.27,2.28,2.36,2.38,2.42,2.46,,1.3235,1.3235,0.1499999999999999
2018-11-15,1.75,2.24,2.26,2.31,2.33,2.38,2.43,,1.3202,1.3202,0.13999999999999968
2018-11-16,1.75,2.22,2.24,2.29,2.31,2.36,2.42,,1.3154,1.3154,0.13999999999999968
2018-11-19,1.75,2.21,2.23,2.28,2.3,2.35,2.42,,1.3182,1.3182,0.14000000000000012
2018-11-20,1.75,2.21,2.23,2.27,2.29,2.34,2.41,,1.3259,1.3259,0.1299999999999999
2018-11-21,1.75,2.23,2.24,2.29,2.31,2.35,2.41,,1.327,1.327,0.1200000000000001
2018-11-22,1.75,2.24,2.25,2.3,2.32,2.36,2.42,,1.3205,1.3205,0.11999999999999966
2018-11-23,1.75,2.23,2.25,2.29,2.3,2.34,2.39,,1.3228,1.3228,0.10999999999999988
2018-11-26,1.75,2.24,2.26,2.3,2.32,2.35,2.41,,1.323,1.323,0.10999999999999988
2018-11-27,1.75,2.22,2.24,2.27,2.29,2.33,2.39,,1.3289,1.3289,0.10999999999999988
2018-11-28,1.75,2.21,2.22,2.27,2.28,2.33,2.41,,1.3302,1.3302,0.1200000000000001
2018-11-29,1.75,2.19,2.2,2.23,2.25,2.3,2.41,,1.3275,1.3275,0.10999999999999988
2018-11-30,1.75,2.16,2.18,2.2,2.22,2.27,2.39,,1.3301,1.3301,0.10999999999999988
2018-12-03,1.75,2.16,2.17,2.18,2.2,2.24,2.35,,1.3191,1.3191,0.08000000000000007
2018-12-04,1.75,2.12,2.13,2.14,2.15,2.18,2.27,,1.3219,1.3219,0.06000000000000005
2018-12-05,1.75,2.05,2.06,2.07,2.08,2.12,2.24,,1.3353,1.3353,0.07000000000000028
2018-12-06,1.75,1.99,2.0,2.0,2.02,2.08,2.23,,1.3404,1.3404,0.09000000000000008
2018-12-07,1.75,2.0,2.01,2.0,2.02,2.07,2.23,,1.3299,1.3299,0.06999999999999984
2018-12-10,1.75,2.01,2.01,2.0,2.02,2.05,2.21,,1.3379,1.3379,0.040000000000000036
2018-12-11,1.75,2.03,2.03,2.02,2.04,2.07,2.22,,1.3402,1.3402,0.040000000000000036
2018-12-12,1.75,2.06,2.06,2.06,2.08,2.12,2.27,,1.3346,1.3346,0.06000000000000005
2018-12-13,1.75,2.06,2.06,2.08,2.1,2.15,2.32,,1.3359,1.3359,0.08999999999999986
2018-12-14,1.75,2.02,2.03,2.04,2.05,2.1,2.28,,1.3379,1.3379,0.08000000000000007
2018-12-17,1.75,1.96,1.97,1.98,2.0,2.05,2.22,,1.3399,1.3399,0.08999999999999986
2018-12-18,1.75,1.92,1.93,1.94,1.95,2.01,2.18,,1.3454,1.3454,0.08999999999999986
2018-12-19,1.75,1.89,1.9,1.9,1.92,1.97,2.13,,1.345,1.345,0.08000000000000007
2018-12-20,1.75,1.91,1.92,1.92,1.94,1.99,2.14,,1.3495,1.3495,0.08000000000000007
2018-12-21,1.75,1.94,1.95,1.96,1.98,2.02,2.18,,1.3566,1.3566,0.08000000000000007
2018-12-24,1.75,1.91,1.92,1.93,1.94,1.98,2.15,,1.3589,1.3589,0.07000000000000006
2018-12-25,1.75,,,,,,,,,,
2018-12-26,1.75,,,,,,,,,,
2018-12-27,1.75,1.9,1.91,1.93,1.94,1.99,2.16,,1.3641,1.3641,0.09000000000000008
2018-12-28,1.75,1.86,1.86,1.88,1.9,1.95,2.15,,1.3638,1.3638,0.08999999999999986
2018-12-31,1.75,1.86,1.86,1.88,1.9,1.96,2.18,,1.3642,1.3642,0.09999999999999987
2019-01-01,1.75,,,,,,,,,,
2019-01-02,1.75,1.86,1.86,1.85,1.87,1.92,2.13,,1.36,1.36,0.05999999999999983
2019-01-03,1.75,1.77,1.77,1.76,1.76,1.83,2.07,,1.3501,1.3501,0.06000000000000005
2019-01-04,1.75,1.84,1.84,1.84,1.85,1.92,2.13,,1.341,1.341,0.07999999999999985
2019-01-07,1.75,1.88,1.88,1.87,1.88,1.95,2.15,,1.3313,1.3313,0.07000000000000006
2019-01-08,1.75,1.89,1.89,1.89,1.9,1.96,2.17,,1.3293,1.3293,0.07000000000000006
2019-01-09,1.75,1.91,1.9,1.91,1.92,1.98,2.18,,1.3221,1.3221,0.07000000000000006
2019-01-10,1.75,1.91,1.91,1.91,1.92,1.98,2.18,,1.3234,1.3234,0.07000000000000006
2019-01-11,1.75,1.89,1.88,1.89,1.9,1.95,2.16,,1.3259,1.3259,0.06000000000000005
2019-01-14,1.75,1.88,1.88,1.89,1.9,1.96,2.17,,1.3269,1.3269,0.08000000000000007
2019-01-15,1.75,1.89,1.89,1.91,1.93,1.97,2.2,,1.3266,1.3266,0.08000000000000007
2019-01-16,1.75,1.92,1.91,1.93,1.95,1.99,2.22,,1.3248,1.3248,0.07000000000000006
2019-01-17,1.75,1.9,1.9,1.92,1.94,1.99,2.22,,1.3294,1.3294,0.09000000000000008
2019-01-18,1.75,1.94,1.94,1.96,1.98,2.03,2.25,,1.326,1.326,0.08999999999999986
2019-01-21,1.75,1.93,1.93,1.95,1.97,2.02,2.23,,1.3297,1.3297,0.09000000000000008
2019-01-22,1.75,1.89,1.88,1.89,1.92,1.96,2.19,,1.334,1.334,0.07000000000000006
2019-01-23,1.75,1.9,1.89,1.9,1.92,1.97,2.19,,1.3348,1.3348,0.07000000000000006
2019-01-24,1.75,1.86,1.86,1.86,1.88,1.93,2.16,,1.3351,1.3351,0.06999999999999984
2019-01-25,1.75,1.88,1.87,1.89,1.92,1.97,2.19,,1.3256,1.3256,0.09000000000000008
2019-01-28,1.75,1.87,1.88,1.88,1.91,1.96,2.18,,1.326,1.326,0.08999999999999986
2019-01-29,1.75,1.85,1.85,1.86,1.88,1.94,2.17,,1.3266,1.3266,0.08999999999999986
2019-01-30,1.75,1.82,1.82,1.83,1.86,1.92,2.17,,1.3192,1.3192,0.09999999999999987
2019-01-31,1.75,1.77,1.77,1.78,1.81,1.88,2.14,,1.3144,1.3144,0.10999999999999988
2019-02-01,1.75,1.83,1.84,1.86,1.9,1.96,2.18,,1.3095,1.3095,0.1299999999999999
2019-02-04,1.75,1.84,1.85,1.86,1.9,1.96,2.2,,1.3127,1.3127,0.11999999999999988
2019-02-05,1.75,1.83,1.84,1.85,1.88,1.94,2.18,,1.3134,1.3134,0.10999999999999988
2019-02-06,1.75,1.81,1.82,1.83,1.86,1.92,2.17,,1.319,1.319,0.10999999999999988
2019-02-07,1.75,1.76,1.77,1.78,1.82,1.87,2.14,,1.3285,1.3285,0.1100000000000001
2019-02-08,1.75,1.77,1.78,1.79,1.83,1.88,2.14,,1.327,1.327,0.10999999999999988
2019-02-11,1.75,1.79,1.8,1.82,1.85,1.91,2.15,,1.3294,1.3294,0.11999999999999988
2019-02-12,1.75,1.8,1.81,1.82,1.86,1.92,2.17,,1.3248,1.3248,0.11999999999999988
2019-02-13,1.75,1.81,1.83,1.84,1.87,1.93,2.18,,1.324,1.324,0.11999999999999988
2019-02-14,1.75,1.77,1.78,1.79,1.82,1.88,2.14,,1.3298,1.3298,0.10999999999999988
2019-02-15,1.75,1.78,1.79,1.8,1.83,1.89,2.15,,1.3266,1.3266,0.10999999999999988
2019-02-18,1.75,,,,,,,,,,
2019-02-19,1.75,1.77,1.79,1.79,1.83,1.89,2.14,,1.3238,1.3238,0.11999999999999988
2019-02-20,1.75,1.77,1.78,1.8,1.83,1.89,2.14,,1.3169,1.3169,0.11999999999999988
2019-02-21,1.75,1.79,1.8,1.81,1.86,1.91,2.17,,1.3196,1.3196,0.11999999999999988
2019-02-22,1.75,1.78,1.79,1.79,1.83,1.89,2.14,,1.3173,1.3173,0.10999999999999988
2019-02-25,1.75,1.78,1.79,1.8,1.84,1.89,2.14,,1.3174,1.3174,0.10999999999999988
2019-02-26,1.75,1.75,1.76,1.77,1.8,1.86,2.12,,1.3195,1.3195,0.1100000000000001
2019-02-27,1.75,1.77,1.78,1.8,1.84,1.91,2.16,,1.3145,1.3145,0.1399999999999999
2019-02-28,1.75,1.78,1.79,1.82,1.86,1.94,2.19,,1.3169,1.3169,0.15999999999999992
2019-03-01,1.75,1.77,1.78,1.81,1.85,1.94,2.2,,1.326,1.326,0.16999999999999993
2019-03-04,1.75,1.74,1.76,1.76,1.81,1.89,2.17,,1.3317,1.3317,0.1499999999999999
2019-03-05,1.75,1.74,1.74,1.75,1.8,1.88,2.16,,1.3345,1.3345,0.1399999999999999
2019-03-06,1.75,1.68,1.68,1.69,1.73,1.82,2.11,,1.342,1.342,0.14000000000000012
2019-03-07,1.75,1.62,1.63,1.63,1.68,1.76,2.07,,1.3438,1.3438,0.1399999999999999
2019-03-08,1.75,1.65,1.65,1.65,1.69,1.76,2.06,,1.3422,1.3422,0.1100000000000001
2019-03-11,1.75,1.66,1.66,1.64,1.68,1.75,2.05,,1.3414,1.3414,0.09000000000000008
2019-03-12,1.75,1.65,1.65,1.63,1.67,1.73,2.02,,1.3378,1.3378,0.08000000000000007
2019-03-13,1.75,1.67,1.67,1.65,1.69,1.76,2.04,,1.3326,1.3326,0.09000000000000008
2019-03-14,1.75,1.66,1.66,1.64,1.68,1.76,2.05,,1.3327,1.3327,0.10000000000000009
2019-03-15,1.75,1.62,1.63,1.6,1.64,1.71,2.02,,1.3342,1.3342,0.08999999999999986
2019-03-18,1.75,1.63,1.63,1.6,1.64,1.71,2.01,,1.3345,1.3345,0.08000000000000007
2019-03-19,1.75,1.64,1.65,1.62,1.66,1.72,2.01,,1.3292,1.3292,0.08000000000000007
2019-03-20,1.75,1.6,1.61,1.55,1.59,1.67,1.99,,1.3317,1.3317,0.06999999999999984
2019-03-21,1.75,1.6,1.6,1.56,1.6,1.67,1.97,,1.3366,1.3366,0.06999999999999984
2019-03-22,1.75,1.54,1.53,1.48,1.52,1.6,1.89,,1.3411,1.3411,0.06000000000000005
2019-03-25,1.75,1.48,1.48,1.44,1.47,1.55,1.85,,1.342,1.342,0.07000000000000006
2019-03-26,1.75,1.5,1.49,1.45,1.49,1.57,1.86,,1.3386,1.3386,0.07000000000000006
2019-03-27,1.75,1.46,1.45,1.43,1.46,1.54,1.84,,1.3414,1.3414,0.08000000000000007
2019-03-28,1.75,1.49,1.48,1.45,1.48,1.55,1.85,,1.3429,1.3429,0.06000000000000005
2019-03-29,1.75,1.55,1.54,1.52,1.55,1.62,1.9,,1.3363,1.3363,0.07000000000000006
2019-04-01,1.75,1.6,1.59,1.58,1.61,1.7,1.97,,1.3337,1.3337,0.09999999999999987
2019-04-02,1.75,1.56,1.55,1.55,1.58,1.66,1.95,,1.3344,1.3344,0.09999999999999987
2019-04-03,1.75,1.59,1.58,1.57,1.61,1.7,1.99,,1.3324,1.3324,0.10999999999999988
2019-04-04,1.75,1.58,1.57,1.56,1.6,1.69,1.97,,1.3357,1.3357,0.10999999999999988
2019-04-05,1.75,1.59,1.59,1.57,1.61,1.7,1.97,,1.3386,1.3386,0.10999999999999988
2019-04-08,1.75,1.61,1.61,1.6,1.64,1.73,2.0,,1.3325,1.3325,0.11999999999999988
2019-04-09,1.75,1.6,1.6,1.59,1.63,1.72,2.01,,1.3316,1.3316,0.11999999999999988
2019-04-10,1.75,1.58,1.57,1.56,1.6,1.68,1.98,,1.3326,1.3326,0.09999999999999987
2019-04-11,1.75,1.59,1.6,1.59,1.63,1.72,2.01,,1.3378,1.3378,0.1299999999999999
2019-04-12,1.75,1.63,1.64,1.64,1.69,1.78,2.06,,1.3329,1.3329,0.15000000000000013
2019-04-15,1.75,1.6,1.61,1.61,1.66,1.75,2.05,,1.3354,1.3354,0.1499999999999999
2019-04-16,1.75,1.63,1.64,1.64,1.69,1.78,2.08,,1.3361,1.3361,0.15000000000000013
2019-04-17,1.75,1.66,1.66,1.66,1.71,1.8,2.09,,1.3332,1.3332,0.14000000000000012
2019-04-18,1.75,1.62,1.63,1.61,1.66,1.77,2.05,,1.3382,1.3382,0.1499999999999999
2019-04-19,1.75,,,,,,,,,,
2019-04-22,1.75,1.62,1.62,1.61,1.67,1.79,2.08,,1.3353,1.3353,0.16999999999999993
2019-04-23,1.75,1.57,1.57,1.57,1.63,1.75,2.06,,1.3421,1.3421,0.17999999999999994
2019-04-24,1.75,1.51,1.51,1.49,1.55,1.67,1.99,,1.3475,1.3475,0.15999999999999992
2019-04-25,1.75,1.55,1.54,1.53,1.59,1.7,1.99,,1.3493,1.3493,0.1499999999999999
2019-04-26,1.75,1.55,1.54,1.52,1.58,1.69,1.98,,1.346,1.346,0.1399999999999999
2019-04-29,1.75,1.56,1.55,1.55,1.61,1.72,2.0,,1.3456,1.3456,0.15999999999999992
2019-04-30,1.75,1.56,1.55,1.54,1.59,1.71,1.99,,1.3423,1.3423,0.1499999999999999
2019-05-01,1.75,1.57,1.56,1.55,1.6,1.7,1.96,,1.3416,1.3416,0.1299999999999999
2019-05-02,1.75,1.62,1.61,1.61,1.66,1.76,2.01,,1.3462,1.3462,0.1399999999999999
2019-05-03,1.75,1.64,1.63,1.62,1.68,1.77,2.01,,1.3429,1.3429,0.13000000000000012
2019-05-06,1.75,1.62,1.61,1.59,1.64,1.73,1.98,,1.3456,1.3456,0.10999999999999988
2019-05-07,1.75,1.58,1.56,1.55,1.59,1.68,1.94,,1.3476,1.3476,0.09999999999999987
2019-05-08,1.75,1.59,1.58,1.57,1.61,1.7,1.95,,1.3466,1.3466,0.10999999999999988
2019-05-09,1.75,1.58,1.57,1.55,1.6,1.68,1.93,,1.3483,1.3483,0.09999999999999987
2019-05-10,1.75,1.64,1.62,1.61,1.65,1.73,1.96,,1.3418,1.3418,0.09000000000000008
2019-05-13,1.75,1.58,1.57,1.54,1.58,1.66,1.9,,1.3457,1.3457,0.07999999999999985
2019-05-14,1.75,1.6,1.59,1.57,1.61,1.69,1.92,,1.3469,1.3469,0.08999999999999986
2019-05-15,1.75,1.58,1.56,1.54,1.58,1.66,1.9,,1.3451,1.3451,0.07999999999999985
2019-05-16,1.75,1.59,1.57,1.56,1.6,1.68,1.91,,1.3439,1.3439,0.08999999999999986
2019-05-17,1.75,1.6,1.59,1.57,1.61,1.69,1.92,,1.3468,1.3468,0.08999999999999986
2019-05-20,1.75,,,,,,,,,,
2019-05-21,1.75,1.67,1.66,1.65,1.68,1.75,1.97,,1.3413,1.3413,0.08000000000000007
2019-05-22,1.75,1.66,1.65,1.62,1.65,1.72,1.96,,1.341,1.341,0.06000000000000005
2019-05-23,1.75,1.58,1.56,1.53,1.56,1.64,1.88,,1.3478,1.3478,0.05999999999999983
2019-05-24,1.75,1.56,1.54,1.5,1.53,1.61,1.87,,1.3447,1.3447,0.050000000000000044
2019-05-27,1.75,1.55,1.52,1.48,1.51,1.59,1.85,,1.3442,1.3442,0.040000000000000036
2019-05-28,1.75,1.53,1.5,1.46,1.49,1.57,1.82,,1.3477,1.3477,0.040000000000000036
2019-05-29,1.75,1.53,1.5,1.46,1.49,1.57,1.82,,1.3514,1.3514,0.040000000000000036
2019-05-30,1.75,1.52,1.49,1.45,1.47,1.55,1.81,,1.3501,1.3501,0.030000000000000027
2019-05-31,1.75,1.43,1.39,1.36,1.39,1.49,1.77,,1.3527,1.3527,0.06000000000000005
2019-06-03,1.75,1.37,1.34,1.29,1.32,1.42,1.71,,1.347,1.347,0.04999999999999982
2019-06-04,1.75,1.38,1.35,1.33,1.37,1.47,1.74,,1.3414,1.3414,0.09000000000000008
2019-06-05,1.75,1.34,1.31,1.3,1.33,1.44,1.74,,1.3401,1.3401,0.09999999999999987
2019-06-06,1.75,1.38,1.35,1.33,1.36,1.46,1.74,,1.3378,1.3378,0.08000000000000007
2019-06-07,1.75,1.4,1.37,1.34,1.37,1.46,1.72,,1.3283,1.3283,0.06000000000000005
2019-06-10,1.75,1.45,1.42,1.41,1.43,1.52,1.76,,1.3267,1.3267,0.07000000000000006
2019-06-11,1.75,1.48,1.45,1.42,1.45,1.53,1.77,,1.3278,1.3278,0.050000000000000044
2019-06-12,1.75,1.44,1.42,1.39,1.41,1.5,1.75,,1.3303,1.3303,0.06000000000000005
2019-06-13,1.75,1.4,1.37,1.35,1.37,1.45,1.72,,1.3324,1.3324,0.050000000000000044
2019-06-14,1.75,1.39,1.36,1.33,1.35,1.44,1.7,,1.3385,1.3385,0.050000000000000044
2019-06-17,1.75,1.4,1.36,1.33,1.35,1.44,1.69,,1.3407,1.3407,0.040000000000000036
2019-06-18,1.75,1.4,1.36,1.32,1.34,1.42,1.67,,1.3394,1.3394,0.020000000000000018
2019-06-19,1.75,1.4,1.36,1.33,1.35,1.44,1.68,,1.3343,1.3343,0.040000000000000036
2019-06-20,1.75,1.4,1.36,1.33,1.36,1.45,1.69,,1.3191,1.3191,0.050000000000000044
2019-06-21,1.75,1.43,1.4,1.37,1.39,1.48,1.72,,1.3212,1.3212,0.050000000000000044
2019-06-24,1.75,1.4,1.37,1.34,1.37,1.46,1.71,,1.3194,1.3194,0.06000000000000005
2019-06-25,1.75,1.4,1.36,1.33,1.35,1.44,1.69,,1.3174,1.3174,0.040000000000000036
2019-06-26,1.75,1.46,1.42,1.4,1.42,1.5,1.73,,1.313,1.313,0.040000000000000036
2019-06-27,1.75,1.44,1.4,1.37,1.4,1.47,1.71,,1.3111,1.3111,0.030000000000000027
2019-06-28,1.75,1.47,1.43,1.39,1.41,1.46,1.68,,1.3087,1.3087,-0.010000000000000009
2019-07-01,1.75,,,,,,,,,,
2019-07-02,1.75,1.48,1.43,1.41,1.42,1.47,1.68,,1.3114,1.3114,-0.010000000000000009
2019-07-03,1.75,1.49,1.44,1.41,1.41,1.45,1.65,,1.3073,1.3073,-0.040000000000000036
2019-07-04,1.75,1.52,1.47,1.42,1.44,1.47,1.66,,1.3059,1.3059,-0.050000000000000044
2019-07-05,1.75,1.62,1.57,1.53,1.54,1.57,1.74,,1.3099,1.3099,-0.050000000000000044
2019-07-08,1.75,1.68,1.62,1.57,1.58,1.59,1.73,,1.3081,1.3081,-0.08999999999999986
2019-07-09,1.75,1.64,1.58,1.56,1.56,1.58,1.73,,1.3127,1.3127,-0.05999999999999983
2019-07-10,1.75,1.58,1.54,1.53,1.54,1.58,1.75,,1.3092,1.3092,0.0
2019-07-11,1.75,1.6,1.56,1.56,1.57,1.62,1.79,,1.3071,1.3071,0.020000000000000018
2019-07-12,1.75,1.58,1.54,1.54,1.55,1.6,1.79,,1.3038,1.3038,0.020000000000000018
2019-07-15,1.75,1.56,1.53,1.51,1.52,1.58,1.78,,1.3039,1.3039,0.020000000000000018
2019-07-16,1.75,1.56,1.53,1.51,1.53,1.59,1.79,,1.3052,1.3052,0.030000000000000027
2019-07-17,1.75,1.52,1.48,1.45,1.46,1.53,1.74,,1.3053,1.3053,0.010000000000000009
2019-07-18,1.75,1.45,1.44,1.4,1.42,1.5,1.73,,1.3069,1.3069,0.050000000000000044
2019-07-19,1.75,1.46,1.45,1.41,1.42,1.5,1.73,,1.3071,1.3071,0.040000000000000036
2019-07-22,1.75,1.43,1.42,1.39,1.4,1.48,1.72,,1.3103,1.3103,0.050000000000000044
2019-07-23,1.75,1.45,1.43,1.39,1.41,1.49,1.73,,1.3142,1.3142,0.040000000000000036
2019-07-24,1.75,1.43,1.41,1.36,1.37,1.45,1.7,,1.3137,1.3137,0.020000000000000018
2019-07-25,1.75,1.44,1.42,1.37,1.38,1.46,1.72,,1.3146,1.3146,0.020000000000000018
2019-07-26,1.75,1.47,1.44,1.39,1.4,1.46,1.73,,1.3182,1.3182,-0.010000000000000009
2019-07-29,1.75,1.48,1.46,1.41,1.42,1.47,1.74,,1.3159,1.3159,-0.010000000000000009
2019-07-30,1.75,1.52,1.5,1.44,1.45,1.49,1.74,,1.3168,1.3168,-0.030000000000000027
2019-07-31,1.75,1.55,1.52,1.46,1.46,1.49,1.7,,1.3148,1.3148,-0.06000000000000005
2019-08-01,1.75,1.47,1.43,1.36,1.37,1.39,1.63,,1.3217,1.3217,-0.08000000000000007
2019-08-02,1.75,1.46,1.42,1.35,1.36,1.37,1.61,,1.3225,1.3225,-0.08999999999999986
2019-08-05,1.75,,,,,,,,,,
2019-08-06,1.75,1.34,1.3,1.21,1.21,1.24,1.43,,1.3253,1.3253,-0.10000000000000009
2019-08-07,1.75,1.33,1.29,1.2,1.21,1.22,1.47,,1.3322,1.3322,-0.1100000000000001
2019-08-08,1.75,1.36,1.32,1.23,1.23,1.24,1.49,,1.3257,1.3257,-0.1200000000000001
2019-08-09,1.75,1.38,1.34,1.26,1.26,1.27,1.52,,1.3221,1.3221,-0.10999999999999988
2019-08-12,1.75,1.33,1.28,1.2,1.2,1.2,1.45,,1.3234,1.3234,-0.13000000000000012
2019-08-13,1.75,1.38,1.33,1.24,1.24,1.23,1.46,,1.3236,1.3236,-0.1499999999999999
2019-08-14,1.75,1.35,1.3,1.19,1.19,1.15,1.33,,1.3311,1.3311,-0.20000000000000018
2019-08-15,1.75,1.29,1.24,1.13,1.13,1.09,1.3,,1.3325,1.3325,-0.19999999999999996
2019-08-16,1.75,1.33,1.28,1.19,1.18,1.14,1.34,,1.3286,1.3286,-0.19000000000000017
2019-08-19,1.75,1.35,1.31,1.21,1.21,1.18,1.41,,1.3298,1.3298,-0.17000000000000015
2019-08-20,1.75,1.34,1.29,1.19,1.19,1.16,1.4,,1.3323,1.3323,-0.18000000000000016
2019-08-21,1.75,1.4,1.35,1.27,1.26,1.21,1.45,,1.3278,1.3278,-0.18999999999999995
2019-08-22,1.75,1.46,1.41,1.32,1.31,1.28,1.51,,1.3293,1.3293,-0.17999999999999994
2019-08-23,1.75,1.37,1.32,1.21,1.2,1.17,1.43,,1.331,1.331,-0.20000000000000018
2019-08-26,1.75,1.39,1.34,1.24,1.24,1.21,1.46,,1.3279,1.3279,-0.17999999999999994
2019-08-27,1.75,1.34,1.28,1.17,1.16,1.12,1.39,,1.3267,1.3267,-0.21999999999999997
2019-08-28,1.75,1.33,1.27,1.17,1.16,1.13,1.37,,1.3301,1.3301,-0.20000000000000018
2019-08-29,1.75,1.34,1.28,1.18,1.17,1.15,1.4,,1.3296,1.3296,-0.19000000000000017
2019-08-30,1.75,1.35,1.28,1.18,1.18,1.16,1.42,,1.3295,1.3295,-0.19000000000000017
2019-09-02,1.75,,,,,,,,,,
2019-09-03,1.75,1.32,1.26,1.15,1.14,1.13,1.4,,1.3343,1.3343,-0.19000000000000017
2019-09-04,1.75,1.33,1.26,1.15,1.14,1.13,1.4,,1.3263,1.3263,-0.20000000000000018
2019-09-05,1.75,1.45,1.38,1.28,1.28,1.26,1.53,,1.3228,1.3228,-0.18999999999999995
2019-09-06,1.75,1.49,1.42,1.32,1.31,1.28,1.5,,1.3174,1.3174,-0.20999999999999996
2019-09-09,1.75,1.55,1.48,1.37,1.36,1.34,1.55,,1.3155,1.3155,-0.20999999999999996
2019-09-10,1.75,1.6,1.53,1.44,1.44,1.43,1.62,,1.3153,1.3153,-0.17000000000000015
2019-09-11,1.75,1.58,1.52,1.43,1.43,1.42,1.63,,1.3181,1.3181,-0.16000000000000014
2019-09-12,1.75,1.6,1.54,1.46,1.45,1.45,1.67,,1.3205,1.3205,-0.15000000000000013
2019-09-13,1.75,1.64,1.58,1.5,1.5,1.51,1.71,,1.3257,1.3257,-0.1299999999999999
2019-09-16,1.75,1.62,1.56,1.49,1.48,1.48,1.67,,1.3248,1.3248,-0.14000000000000012
2019-09-17,1.75,1.61,1.55,1.47,1.47,1.45,1.63,,1.3257,1.3257,-0.16000000000000014
2019-09-18,1.75,1.6,1.54,1.46,1.45,1.43,1.59,,1.3271,1.3271,-0.17000000000000015
2019-09-19,1.75,1.6,1.54,1.46,1.45,1.43,1.58,,1.3259,1.3259,-0.17000000000000015
2019-09-20,1.75,1.57,1.52,1.42,1.41,1.39,1.54,,1.3275,1.3275,-0.18000000000000016
2019-09-23,1.75,1.56,1.5,1.4,1.39,1.37,1.52,,1.327,1.327,-0.18999999999999995
2019-09-24,1.75,1.52,1.45,1.34,1.33,1.3,1.48,,1.3249,1.3249,-0.21999999999999997
2019-09-25,1.75,1.58,1.52,1.42,1.41,1.39,1.57,,1.327,1.327,-0.19000000000000017
2019-09-26,1.75,1.57,1.51,1.4,1.39,1.36,1.54,,1.326,1.326,-0.20999999999999996
2019-09-27,1.75,1.57,1.51,1.39,1.38,1.36,1.54,,1.3249,1.3249,-0.20999999999999996
2019-09-30,1.75,1.58,1.51,1.4,1.38,1.37,1.53,,1.3243,1.3243,-0.20999999999999996
2019-10-01,1.75,1.53,1.47,1.37,1.36,1.35,1.51,,1.3244,1.3244,-0.17999999999999994
2019-10-02,1.75,1.49,1.43,1.34,1.32,1.32,1.49,,1.3294,1.3294,-0.16999999999999993
2019-10-03,1.75,1.41,1.35,1.25,1.24,1.24,1.44,,1.333,1.333,-0.16999999999999993
2019-10-04,1.75,1.41,1.34,1.25,1.23,1.23,1.42,,1.3317,1.3317,-0.17999999999999994
2019-10-07,1.75,1.45,1.39,1.3,1.29,1.29,1.47,,1.3306,1.3306,-0.15999999999999992
2019-10-08,1.75,1.44,1.37,1.29,1.28,1.28,1.47,,1.3323,1.3323,-0.15999999999999992
2019-10-09,1.75,1.47,1.41,1.32,1.31,1.31,1.51,,1.3324,1.3324,-0.15999999999999992
2019-10-10,1.75,1.53,1.48,1.39,1.39,1.4,1.58,,1.3294,1.3294,-0.13000000000000012
2019-10-11,1.75,1.65,1.59,1.52,1.52,1.51,1.64,,1.3198,1.3198,-0.1399999999999999
2019-10-14,1.75,,,,,,,,,,
2019-10-15,1.75,1.69,1.64,1.58,1.58,1.56,1.67,,1.3211,1.3211,-0.1299999999999999
2019-10-16,1.75,1.67,1.62,1.56,1.55,1.55,1.67,,1.3201,1.3201,-0.11999999999999988
2019-10-17,1.75,1.65,1.64,1.58,1.57,1.56,1.67,,1.3143,1.3143,-0.08999999999999986
2019-10-18,1.75,1.64,1.62,1.55,1.54,1.54,1.65,,1.3132,1.3132,-0.09999999999999987
2019-10-21,1.75,1.65,1.64,1.57,1.56,1.56,1.66,,1.3096,1.3096,-0.08999999999999986
2019-10-22,1.75,1.62,1.61,1.53,1.52,1.52,1.63,,1.3094,1.3094,-0.10000000000000009
2019-10-23,1.75,1.62,1.6,1.53,1.52,1.52,1.62,,1.3086,1.3086,-0.10000000000000009
2019-10-24,1.75,1.63,1.62,1.54,1.54,1.52,1.63,,1.3075,1.3075,-0.10999999999999988
2019-10-25,1.75,1.66,1.64,1.57,1.56,1.54,1.66,,1.3064,1.3064,-0.11999999999999988
2019-10-28,1.75,1.71,1.69,1.64,1.63,1.62,1.75,,1.3056,1.3056,-0.08999999999999986
2019-10-29,1.75,1.7,1.68,1.62,1.61,1.6,1.74,,1.3075,1.3075,-0.09999999999999987
2019-10-30,1.75,1.56,1.54,1.46,1.45,1.45,1.6,,1.3152,1.3152,-0.1100000000000001
2019-10-31,1.75,1.52,1.49,1.42,1.42,1.42,1.58,,1.316,1.316,-0.10000000000000009
2019-11-01,1.75,1.55,1.53,1.46,1.46,1.44,1.6,,1.3157,1.3157,-0.1100000000000001
2019-11-04,1.75,1.6,1.58,1.53,1.53,1.53,1.69,,1.3148,1.3148,-0.07000000000000006
2019-11-05,1.75,1.63,1.62,1.59,1.59,1.6,1.74,,1.3153,1.3153,-0.029999999999999805
2019-11-06,1.75,1.59,1.57,1.53,1.53,1.54,1.68,,1.3179,1.3179,-0.050000000000000044
2019-11-07,1.75,1.63,1.62,1.59,1.6,1.61,1.74,,1.3176,1.3176,-0.019999999999999796
